StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q110,att_1,att_2,comp_1,comp_2,auto_1,resp_software1_10,resp_human1_10,liable_firm1_1,liable_human1_1,liab_text1,comp_3,co_1,resp_software2_10,resp_human2_10,liab_firm2_1,liab_human2_1,liab_text2,comp_4,gender,gender_4_TEXT,ethnicity,ethnicity_6_TEXT,age,education,education_8_TEXT,license,ai_knowledge_1,PROLIFIC_PID
2023-08-13 18:14:51,2023-08-13 18:19:10,0,68.0.164.139,100,258,1,2023-08-13 18:19:10,R_6inwbMunaaXpMJP,,,,,31.5402,-110.267,anonymous,EN,1,5b0d1b8e444cef0001ca66ac,2,2,2,4,6,84,24,78,30,"If you buy something called an autopilot program, you should be able to expect the program to do something as basic as recognizing a stop sign ",2,,,,,,,,2,,3,,59,3,,2,4,5b0d1b8e444cef0001ca66ac
2023-08-13 18:09:02,2023-08-13 18:19:14,0,107.77.232.234,100,612,1,2023-08-13 18:19:15,R_3m4Cl51YFpZeamP,,,,,37.751,-97.822,anonymous,EN,1,60bedb5a6795112dfe98b466,2,2,1,4,,,,,,,,5,8,95,81,96,"The is more liable because he should pay attention at almost never depending fully on the co-pilot ",2,1,,1,,32,2,,1,86,60bedb5a6795112dfe98b466
2023-08-13 18:00:34,2023-08-13 18:19:21,0,107.72.178.127,100,1126,1,2023-08-13 18:19:21,R_pB3xETLXyLuPY4N,,,,,25.7806,-80.1826,anonymous,EN,1,638bf09f93783f7b1f43dbd0,2,1,1,4,,,,,,,,4,10,91,10,70,The human is more liable because he was very irresponsible in the first place by paying more attention to his phone and not being aware of the stop sign.,1,1,,4,,51,3,,1,65,638bf09f93783f7b1f43dbd0
2023-08-13 18:15:20,2023-08-13 18:19:31,0,107.205.236.134,100,251,1,2023-08-13 18:19:32,R_1LFZzroujgDddix,,,,,34.3768,-118.5208,anonymous,EN,1,60fc855e03afaabca212e804,2,2,2,4,5,50,81,0,100,"Ultimately, the owner of the vehicle is responsible for any liability ",2,,,,,,,,1,,3,,69,5,,1,92,60fc855e03afaabca212e804
2023-08-13 18:13:37,2023-08-13 18:19:43,0,73.47.205.231,100,365,1,2023-08-13 18:19:43,R_2VsTJ9fN0kcJ7G3,,,,,42.205,-72.6276,anonymous,EN,1,6103664b32254e61282aaf0f,2,2,2,4,,,,,,,,4,77,86,33,75,I believe the human driver because we all know technology is not always reliable and it is a law to not text while driving. Even with a driving system the human should still be watching the surroundings.,1,2,,3,,26,3,,1,76,6103664b32254e61282aaf0f
2023-08-13 18:16:02,2023-08-13 18:20:07,0,24.12.156.120,100,244,1,2023-08-13 18:20:08,R_3MoQ2hXkKnP9f34,,,,,42.1614,-87.966,anonymous,EN,1,5f271cce0624f103b5a58645,2,2,2,4,,,,,,,,5,70,71,70,71,"I think they are both liable. If the company says the car is more automated, people are going to rely on it that it is and let their guard down. But the person should also, in theory, be paying attention, too.",2,2,,3,,37,4,,1,9,5f271cce0624f103b5a58645
2023-08-13 18:16:25,2023-08-13 18:20:16,0,71.77.156.119,100,231,1,2023-08-13 18:20:17,R_2wAJ1dBc3kUXNJW,,,,,35.1873,-79.473,anonymous,EN,1,63ea829db0ab927a007cacec,2,2,2,4,5,81,57,73,32,"I think the company should be more liable because the autopilot did not do what it should have done. The human driver is only partly responsible. ",3,,,,,,,,1,,3,,19,3,,1,46,63ea829db0ab927a007cacec
2023-08-13 18:15:48,2023-08-13 18:20:22,0,73.109.175.24,100,274,1,2023-08-13 18:20:23,R_3rUjXXgYo6qrwxt,,,,,47.3864,-122.1874,anonymous,EN,1,5eacb97b5eaaf53389bfb8a2,2,2,2,4,,,,,,,,4,70,50,60,83,I think both are at fault. If co-pilot can't recognize stop sign then it shouldn't be driving at all. The human should also jump in to save it from an accident.,1,1,,3,,40,4,,1,40,5eacb97b5eaaf53389bfb8a2
2023-08-13 18:12:57,2023-08-13 18:20:28,0,47.41.142.212,100,450,1,2023-08-13 18:20:28,R_YbncbbItKMGMlgJ,,,,,43.1205,-89.3523,anonymous,EN,1,604fc38a4de8e6e1e0e0ea7b,2,2,2,4,4,20,95,20,90,"This is new technology, so people still need to be vigilant while testing it. The human driver could have pulled over or easily waited to look at his phone.",2,,,,,,,,2,,5,,34,1,,2,0,604fc38a4de8e6e1e0e0ea7b
2023-08-13 18:02:03,2023-08-13 18:20:30,0,204.111.224.156,100,1106,1,2023-08-13 18:20:30,R_2Pu7cNYzCI4GtJr,,,,,37.2557,-79.9812,anonymous,EN,1,5da8566c033d5700135798fb,2,2,2,4,2,30,70,0,100,"The driver still has responsibility for the vehicle. His part in it failed. The car belongs to the driver not the company. ",2,,,,,,,,2,,5,,35,1,,1,2,5da8566c033d5700135798fb
2023-08-13 18:17:16,2023-08-13 18:20:30,0,204.111.126.26,100,194,1,2023-08-13 18:20:31,R_dbOcDA10WKW0zaF,,,,,39.9552,-76.6653,anonymous,EN,1,5d619737cf9656001a817568,2,1,2,4,,,,,,,,5,77,100,14,100,"The driver is always liable regardless of the autonomy within the car. Autonomous programs should assist drivers, not take away responsibility.",1,1,,3,,32,4,,1,24,5d619737cf9656001a817568
2023-08-13 18:14:30,2023-08-13 18:20:33,0,73.65.199.16,100,363,1,2023-08-13 18:20:34,R_bJU4tQru2hVP1Sh,,,,,40.2783,-111.7198,anonymous,EN,1,610bf7cca8927ab1b8e4fd25,2,2,2,4,5,45,65,50,50,"You should never fully rely on automated driving machines. The system should have been perfected more, however the driver should still be alert and not texting and driving. ",2,,,,,,,,2,,3,,25,3,,1,35,610bf7cca8927ab1b8e4fd25
2023-08-13 18:12:30,2023-08-13 18:20:44,0,174.195.0.190,100,494,1,2023-08-13 18:20:45,R_3lK9tyHVKp9VF4c,,,,,33.7315,-84.4195,anonymous,EN,1,5eb2b9daade83c041e91d4b9,2,2,2,4,6,20,100,2,100,"I believe if you are in the driver's seat of a moving vehicle, you should be paying attention and I would never trust a car to drive for me.",2,,,,,,,,2,,3,,53,1,,1,0,5eb2b9daade83c041e91d4b9
2023-08-13 18:13:40,2023-08-13 18:20:45,0,172.3.7.6,100,425,1,2023-08-13 18:20:46,R_3knfPBi63FRPxDY,,,,,33.8206,-118.034,anonymous,EN,1,64275e53f51a5ed4f6b7d019,2,2,2,4,,,,,,,,4,50,50,50,50,"I think that no matter how automated a car is, the owner/driver still has to be alert and actively check the environment. Computer systems are never perfect, just as recently shown on the internet when naughty people just used orange cones and put it on the hood of an automated car to totally stop it in its tracks. Automated cars are still very far from having ""common sense"" logic. It still needs a human. At the same time, for a car to advertise that it can handle safety automatically, it can tempt people to not pay attention on the road. At this point in time, they shouldn't be advertising that unless they've perfected it already, which they haven't. Because of this, they're partially responsible as well.",1,1,,2,,40,4,,1,70,64275e53f51a5ed4f6b7d019
2023-08-13 18:16:44,2023-08-13 18:20:47,0,107.10.25.120,100,242,1,2023-08-13 18:20:47,R_2E6TxZXkLx17Zpo,,,,,40.9794,-81.5357,anonymous,EN,1,6171125c1d572c106f10824e,2,2,2,4,6,100,10,100,51,"If the vehicle is being driven on autopilot, then the human driver expects the autopilot program to take care of the driving responsibilities.  The autopilot program should have noticed the stop sign. ",2,,,,,,,,2,,3,,38,4,,1,51,6171125c1d572c106f10824e
2023-08-13 18:16:04,2023-08-13 18:20:50,0,192.63.126.164,100,286,1,2023-08-13 18:20:51,R_85DqDoMGvTbOa9H,,,,,31.7775,-106.4903,anonymous,EN,1,5a6fd0626923df0001ef977b,2,2,2,4,4,75,100,75,100,"While I believe both share a good chunk of responsibility, in the end the human is more responsible because they should have been paying attention to the road and not relied too much on the autopilot.",2,,,,,,,,4,non-binary,4,,35,4,,2,0,5a6fd0626923df0001ef977b
2023-08-13 18:16:38,2023-08-13 18:21:00,0,172.56.193.132,100,262,1,2023-08-13 18:21:01,R_29oBdveXj3vsBNw,,,,,42.3562,-71.0631,anonymous,EN,1,63f8aeb6c9098e0ef3bf3553,2,2,2,4,4,15,85,15,85,I think a driver needs to be paying attention to the road as any technology can just stop working at any moment. There is too much at risk to relax to the point that you aren’t noticing stop signs.,2,,,,,,,,2,,3,,54,4,,1,62,63f8aeb6c9098e0ef3bf3553
2023-08-13 18:16:08,2023-08-13 18:21:02,0,76.143.240.99,100,294,1,2023-08-13 18:21:03,R_1gOyrJnpV5KBp5N,,,,,29.5236,-95.0276,anonymous,EN,1,6446c17b905888fe121b444a,2,2,1,4,,,,,,,,5,30,75,60,71,"The driver still has to be liable for the accident because it is job of the driver to lookout for the environment, regardless if using a copilot system or not.",1,1,,4,,21,2,,1,39,6446c17b905888fe121b444a
2023-08-13 18:17:08,2023-08-13 18:21:05,0,107.127.4.27,100,237,1,2023-08-13 18:21:06,R_DdBKT28F9B1QOK5,,,,,36.1544,-96.0341,anonymous,EN,1,61118cf8dd195d72acb7594a,2,2,2,4,,,,,,,,5,20,91,10,100,"Ultimately, you are responsible for being safe in a car on the road no matter the technology",1,1,,3,,40,4,,1,10,61118cf8dd195d72acb7594a
2023-08-13 18:16:27,2023-08-13 18:21:11,0,174.198.0.28,100,283,1,2023-08-13 18:21:11,R_e99ez5243inuCg9,,,,,39.9544,-75.1657,anonymous,EN,1,62fedff2184d29589293ca18,2,2,2,2,,,,,,,,4,88,13,85,16,It’s an automated pilot driving the car. Why would a human be responsible?,1,1,,3,,47,4,,1,29,62fedff2184d29589293ca18
2023-08-13 18:14:34,2023-08-13 18:21:15,0,104.159.174.88,100,401,1,2023-08-13 18:21:16,R_0OG0RIdwJgAmnGF,,,,,46.7734,-92.1231,anonymous,EN,1,63d4b666426ec120e0f567f9,2,2,2,1,6,76,79,63,74,I believe that they are equally at fault. It was acting full autopilot so it should have paid attention.,3,,,,,,,,2,,3,,28,3,,2,19,63d4b666426ec120e0f567f9
2023-08-13 18:16:49,2023-08-13 18:21:21,0,76.189.245.85,100,272,1,2023-08-13 18:21:22,R_1NgD2lE0ayLHf7L,,,,,40.4836,-81.4387,anonymous,EN,1,598728a8d3103300010a32f5,2,2,2,4,5,71,90,50,90,I think both are liable and responsible. The company said it could auto drive and you should never take your eyes off of the road,2,,,,,,,,2,,3,,29,1,,2,35,598728a8d3103300010a32f5
2023-08-13 18:16:40,2023-08-13 18:21:24,0,24.183.194.226,100,284,1,2023-08-13 18:21:25,R_2qEGQ5LjTQ4D7ZO,,,,,36.524,-82.5163,anonymous,EN,1,63928a247ca3810498cb5c46,2,2,2,4,,,,,,,,3,5,95,5,95,"The human driver looked away to read a text, and should not have done that. Engaging in text activities is illegal in most states, and unsafe even if it isn't illegal.",2,3,,3,,60,4,,1,3,63928a247ca3810498cb5c46
2023-08-13 18:16:36,2023-08-13 18:21:27,0,69.140.62.75,100,291,1,2023-08-13 18:21:28,R_2PzqqkSyNsnifEn,,,,,39.0715,-76.6963,anonymous,EN,1,5c0f1cf4f3027300014b606f,2,2,2,4,,,,,,,,3,60,80,10,100,The driver is supposed to be monitoring the environment.,1,1,,3,,41,7,,1,20,5c0f1cf4f3027300014b606f
2023-08-13 18:16:10,2023-08-13 18:21:37,0,166.182.253.51,100,327,1,2023-08-13 18:21:38,R_1hAsLAXam4nvZYG,,,,,39.0469,-77.4903,anonymous,EN,1,61113f20a9497a72b0c1ed6c,2,2,2,4,,,,,,,,6,39,100,3,100,"The human driver is liable because no matter what he is the actual driver and owner of the car ",2,2,,6,"Multiracial ",28,4,,1,46,61113f20a9497a72b0c1ed6c
2023-08-13 18:16:34,2023-08-13 18:22:24,0,72.224.156.192,100,349,1,2023-08-13 18:22:24,R_2S8IadYqF0mTucF,,,,,43.0475,-77.094,anonymous,EN,1,63480954af4c7db036aa6595,2,2,2,4,5,90,20,92,80,I believe that Aeon is more liable because that is suppose to be driving for the human.,2,,,,,,,,2,,3,,72,1,,1,8,63480954af4c7db036aa6595
2023-08-13 18:13:05,2023-08-13 18:22:31,0,104.34.67.140,100,566,1,2023-08-13 18:22:32,R_10Bp6lQeSywibrZ,,,,,34.1994,-118.5972,anonymous,EN,1,5b5fd1763131440001074d59,2,2,1,4,4,39,50,8,91,"I think the human is more liable because as a person you cannot fully rely on technology when getting behind the wheel of a vehicle and are responsible for correcting for its potential mistakes ",2,,,,,,,,1,,3,,28,4,,1,72,5b5fd1763131440001074d59
2023-08-13 18:17:35,2023-08-13 18:23:16,0,73.89.147.22,100,340,1,2023-08-13 18:23:16,R_1CCmhQQ1pqLqoml,,,,,42.5763,-71.9883,anonymous,EN,1,6317ff7586e5221a1a0d2bce,2,2,2,4,,,,,,,,5,15,85,15,90,"I think ultimately the driver behind the wheel is always going to be held responsible for any accidents regarding his vehicle. Even if his senses or reactions were lessened due to his perceived trust in the copilot system it is still his responsibility to be conscious and aware of his surroundings when operating a vehicle. ",2,1,,3,,25,4,,1,50,6317ff7586e5221a1a0d2bce
2023-08-13 18:19:10,2023-08-13 18:23:33,0,68.42.190.23,100,263,1,2023-08-13 18:23:34,R_3GeqrCdMyzJClhT,,,,,42.518,-83.1576,anonymous,EN,1,5ea340a26c3ed82b0dbd4d9f,2,2,2,4,,,,,,,,4,46,53,49,70,The driver should still be paying attention to what's going on around them.,2,2,,3,,34,3,,1,13,5ea340a26c3ed82b0dbd4d9f
2023-08-13 18:17:48,2023-08-13 18:23:34,0,76.139.162.96,100,345,1,2023-08-13 18:23:34,R_2SAnER2LiMXHESr,,,,,42.9469,-85.6206,anonymous,EN,1,5acacf8c9534ba0001c777cf,2,2,2,4,,,,,,,,5,80,99,51,100,The human is responsible because it his car.,1,1,,3,,39,3,,2,23,5acacf8c9534ba0001c777cf
2023-08-13 18:20:13,2023-08-13 18:23:35,0,76.116.195.176,100,202,1,2023-08-13 18:23:35,R_SUEDZu8HyZo8p69,,,,,40.4306,-74.402,anonymous,EN,1,60f8b61f3b0e46ab407173c9,2,2,2,4,,,,,,,,5,55,99,60,100,"The human driver is ultimately the one who chose the vehicle and the car to drive, they are the one who did not look at the road, so their negligence is the biggest factor. ",1,1,,2,,23,4,,1,10,60f8b61f3b0e46ab407173c9
2023-08-13 17:56:49,2023-08-13 18:23:36,0,172.58.122.3,100,1607,1,2023-08-13 18:23:37,R_3m1z9jArxs89Uoo,,,,,42.3663,-82.9987,anonymous,EN,1,5fd5b5a8c19e0c41af96b96e,2,2,2,4,,,,,,,,5,62,88,83,86,"I think they are both pretty responsible but mainly the driver! I think the driver because the driver is a human being who cannot malfunction like technology can and should always look at the road! ",2,2,,3,,30,3,,1,22,5fd5b5a8c19e0c41af96b96e
2023-08-13 18:08:49,2023-08-13 18:24:22,0,47.27.195.68,100,933,1,2023-08-13 18:24:23,R_3saWxrECxk7egwZ,,,,,37.7502,-121.1276,anonymous,EN,1,5d1c0e818d27eb0016164015,2,1,2,4,3,75,70,74,60,"I believe both are at fault but the Aeon is more responsible. The driver assumed the autopilot would work in that situation but it is still their fault for blindly trusting it. ",2,,,,,,,,1,,3,,28,3,,1,61,5d1c0e818d27eb0016164015
2023-08-13 18:08:14,2023-08-13 18:24:28,0,73.197.230.57,100,973,1,2023-08-13 18:24:28,R_2tsdJaxzv3omAGu,,,,,40.5787,-74.2292,anonymous,EN,1,5ef0fef359642a0b58ba5c0d,2,2,2,4,,,,,,,,4,60,85,63,84,"I think that, at this point in the development of automated vehicles, it is the duty of the driver to be alert and catch any mistakes of the software.",1,2,,3,,42,3,,1,65,5ef0fef359642a0b58ba5c0d
2023-08-13 18:08:48,2023-08-13 18:25:27,0,75.204.36.72,100,999,1,2023-08-13 18:25:28,R_3F2wSSodtMyKnwL,,,,,33.4413,-112.0421,anonymous,EN,1,64605d6135d433e2e9d7bf29,2,2,2,4,2,60,100,90,100,"The human driver is more liable for the accident due to this is a test pilot, in which the human driver should have never taken their eyes off of the road, and relying on the auto pilot to avoid any incidences.",2,,,,,,,,2,,1,,61,3,,1,8,64605d6135d433e2e9d7bf29
2023-08-13 18:14:16,2023-08-13 18:25:31,0,108.28.52.159,100,674,1,2023-08-13 18:25:32,R_3O2hB3Ss2SnaFKb,,,,,38.7591,-77.0924,anonymous,EN,1,5b1ff5f058c4e90001f83f37,2,2,1,2,5,70,50,80,60,He’s being driven by the autopilot system so I think the company should be held liable but human is also liable for the accident.,2,,,,,,,,2,,4,,31,4,,1,50,5b1ff5f058c4e90001f83f37
2023-08-13 18:17:45,2023-08-13 18:25:40,0,69.248.175.72,100,474,1,2023-08-13 18:25:41,R_1FgHps3fDgyS4I1,,,,,39.7354,-74.9838,anonymous,EN,1,647a1ba880ac431642768f36,2,2,1,4,6,100,80,100,80,"Both are responsible. Why have an AI car that can not detect stop signs. Secondly, as for a human I would not put 100% trust is a robotics auto pilot system  ",3,,,,,,,,2,,1,,61,3,,1,51,647a1ba880ac431642768f36
2023-08-13 18:16:41,2023-08-13 18:26:19,0,165.23.94.196,100,577,1,2023-08-13 18:26:20,R_2EbCwjkWAryipOA,,,,,43.5376,-96.6818,anonymous,EN,1,6083a15be9a52b1775208372,2,2,2,4,5,30,85,30,79,I imagine the car is not 100% autonomous.  Therefore there is no excuse for the driver to be completely unaware of their surroundings.  I could be wrong about how autonomous this car is or biased from having almost no experience of autonomous vehicles,2,,,,,,,,1,,3,,36,4,,1,22,6083a15be9a52b1775208372
2023-08-13 18:16:24,2023-08-13 18:27:07,0,104.240.102.185,100,643,1,2023-08-13 18:27:08,R_0qEyvWqQrluiVG1,,,,,40.5093,-88.9844,anonymous,EN,1,5f330bfd7109cd0e649566b6,2,2,2,4,,,,,,,,2,50,50,50,50,"If the copilot system is technically a copilot, the both are equally responsible.",1,2,,3,,52,3,,1,35,5f330bfd7109cd0e649566b6
2023-08-13 18:16:27,2023-08-13 18:27:09,0,173.174.230.199,100,642,1,2023-08-13 18:27:10,R_1o1CMHI9ZtJJt2q,,,,,29.3627,-98.4886,anonymous,EN,1,5c1bc0ab84ff14000184c2ce,2,2,2,4,,,,,,,,4,60,81,78,80,"The system is designed to detect such a situation, but ultimately the human should always be overing seeing it's movement. In this case the human was distracted by the phone, preventing him from hitting the breaks otherwise",1,1,,4,,39,4,,1,59,5c1bc0ab84ff14000184c2ce
2023-08-13 18:22:06,2023-08-13 18:27:27,0,174.174.145.123,100,320,1,2023-08-13 18:27:27,R_339gOMphZzi0pkg,,,,,42.3769,-82.9152,anonymous,EN,1,5d3899e31c8fb9001ca6183c,2,2,2,3,4,81,60,80,85,"If the driver was not actually making the move that caused the accident, then I believe it is on the company for a defective product. The human should not be forced to intervene in order to create a safe environment, otherwise self driving is a failure.",2,,,,,,,,1,,3,,38,4,,1,68,5d3899e31c8fb9001ca6183c
2023-08-13 18:00:14,2023-08-13 18:27:27,0,47.201.35.80,100,1633,1,2023-08-13 18:27:28,R_1rko5xZPUTgBwm4,,,,,28.0436,-81.7333,anonymous,EN,1,5ca6bbf13b5fcf00100996e9,2,2,2,4,3,77,42,74,40,Since the human doesn't have a total control it should be AI,2,,,,,,,,1,,3,,57,3,,1,27,5ca6bbf13b5fcf00100996e9
2023-08-13 18:26:10,2023-08-13 18:29:02,0,98.170.161.189,100,171,1,2023-08-13 18:29:02,R_1F8nqJo2vYz3OdP,,,,,41.4866,-71.3295,anonymous,EN,1,5ee92b925f0f482bb1e73668,2,2,2,4,,,,,,,,5,40,80,40,80,"I think ultimately the human is responsible, because he should be watching to make sure the automated system is performing properly.",1,1,,4,,44,3,,1,40,5ee92b925f0f482bb1e73668
2023-08-13 18:17:38,2023-08-13 18:29:18,0,174.86.237.88,100,700,1,2023-08-13 18:29:19,R_3KTptcv9rGfuYzV,,,,,38.7142,-90.2759,anonymous,EN,1,645d70359b448b9334e065d7,2,2,2,4,,,,,,,,2,100,0,100,0,Aeon implemented the copilot program and is responsible for all accidents.,2,2,,1,,59,2,,1,8,645d70359b448b9334e065d7
2023-08-13 18:17:32,2023-08-13 18:29:28,0,98.252.120.163,100,715,1,2023-08-13 18:29:29,R_A1liB53WWYAT9o5,,,,,38.5559,-121.7391,anonymous,EN,1,5a8cec67aa46dd00016be8c4,2,2,2,4,,,,,,,,3,70,100,29,91,"Unless the car is approved for level 4 or 5 autonomy, the driver should be paying attention at all times and be ready to take over.",1,1,,2,,20,3,,1,100,5a8cec67aa46dd00016be8c4
2023-08-13 18:17:50,2023-08-13 18:29:54,0,96.231.197.20,100,723,1,2023-08-13 18:29:54,R_23gz9NhgksocC3s,,,,,38.9191,-76.782,anonymous,EN,1,63d16095e853005ff591b9a1,2,2,2,4,4,61,44,65,50,"I think the company is more responsible since they are marketing this product as an auto-pilot, which leads me to believe that it can be relied on to handle all trips. However, I also feel the human driver has some responsibility as well since anything can go wrong and they should be alert in the event of an emergency.",2,,,,,,,,1,,1,,41,4,,1,20,63d16095e853005ff591b9a1
2023-08-13 18:18:57,2023-08-13 18:30:05,0,190.207.100.131,100,668,1,2023-08-13 18:30:06,R_1mOaEfpd7NxmN8Z,,,,,8.2981,-62.7186,anonymous,EN,1,63e85d3990eb2a741ba9f7e8,2,2,2,4,3,75,87,85,81,"the autopilot is to blame for being deficient, the company responsible for the autopilot is also responsible, and the driver too, because regardless of the situation, you always have to be focused on the wheel",2,,,,,,,,1,,3,,31,7,,1,32,63e85d3990eb2a741ba9f7e8
2023-08-13 18:12:00,2023-08-13 18:30:44,0,174.176.28.34,100,1123,1,2023-08-13 18:30:45,R_3KTsuiJ3oyOAM71,,,,,26.2134,-80.2239,anonymous,EN,1,61650ba8e42101c561bf7335,2,2,2,4,,,,,,,,2,95,81,95,81,"I think the company is more liable because it made this ""copilot"" car that did not recognize the stop sign and gave the driver the idea that the car could do its job properly, leading to the driver probably relaxing and not paying attention as much.",2,2,,1,,19,1,,2,25,61650ba8e42101c561bf7335
2023-08-13 18:16:41,2023-08-13 18:32:10,0,50.30.160.24,100,929,1,2023-08-13 18:32:10,R_2WYzQ1YNi8GcGbW,,,,,30.6475,-95.5793,anonymous,EN,1,64014527b3cff9215591758d,2,2,1,4,5,65,75,40,75,"I believe the human is more responsible as I dont believe the auto pilot is complete auto pilot and needs human help, thus the human failed for looking at his phone",3,,,,,,,,1,,3,,24,3,,1,55,64014527b3cff9215591758d
